p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
7,7,258,7.258.a.a,-65,-1,64,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,258,7.258.a.a,-85,3,88,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-43,3,46,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-80,1,81,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-70,1,71,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,258,7.258.a.a,-91,2,93,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-59,1,60,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,258,7.258.a.a,-38,2,40,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-17,2,19,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,258,7.258.a.a,-6,2,8,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-28,2,30,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,258,7.258.a.a,-48,2,50,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-20,2,22,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-25,2,27,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-83,2,85,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,258,7.258.a.a,-67,1,68,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-41,2,43,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,258,7.258.a.a,-3,2,5,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,258,7.258.a.a,-45,2,47,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,258,7.258.a.a,-63,1,64,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,258,7.258.a.a,-87,2,89,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,258,7.258.a.a,-11,0,11,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-75,-1,74,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-33,0,33,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-54,-1,53,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-96,0,96,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-90,1,91,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-60,0,60,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-69,0,69,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-81,1,82,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-47,1,48,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-27,1,28,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-5,1,6,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-18,1,19,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-39,1,40,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-14,1,15,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-57,0,57,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-93,0,93,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-50,0,50,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-8,0,8,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-36,0,36,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-72,0,72,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-78,-1,77,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-30,1,31,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-22,-1,21,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-85,1,86,5,-1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,258,7.258.a.a,-65,-2,63,5,-1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,258,7.258.a.a,-43,1,44,5,-1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,258,7.258.a.a,-2,0,2,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,258,7.258.a.a,-22,-1,21,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-2,0,2,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-43,1,44,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-23,3,26,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-85,1,86,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-65,1,66,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-16,0,16,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-6,2,8,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-28,0,28,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-48,2,50,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-80,2,82,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-70,-1,69,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-60,-1,59,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-90,2,92,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-38,2,40,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-18,2,20,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-26,2,28,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-68,0,68,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-82,1,83,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-40,1,41,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-4,1,5,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-46,1,47,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-88,1,89,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-62,0,62,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-54,2,56,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-10,2,12,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-74,0,74,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-76,2,78,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-12,2,14,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-52,2,54,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-34,2,36,8,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,246,7.246.a.b,-32,2,34,8,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,246,7.246.a.b,-75,1,76,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-33,1,34,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-53,1,54,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-11,1,12,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-5,1,6,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-17,-1,16,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-39,1,40,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-89,1,90,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-61,-2,59,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-69,-2,67,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-81,1,82,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-47,1,48,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-27,-1,26,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-7,1,8,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-37,1,38,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-79,1,80,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-71,-2,69,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-29,-1,28,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-15,-1,14,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-91,1,92,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-59,-2,57,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-49,1,50,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-43,1,44,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-23,2,25,8,1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,246,7.246.a.b,-85,1,86,8,1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,246,7.246.a.b,-65,0,65,8,1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,246,7.246.a.b,-2,0,2,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,246,7.246.a.b,-43,1,44,8,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-80,2,82,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-70,-1,69,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-6,3,9,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-91,3,94,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-59,-1,58,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-27,0,27,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-38,3,41,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-101,0,101,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-49,2,51,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-17,0,17,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-24,3,27,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-45,2,47,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-83,1,84,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-67,2,69,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-62,2,64,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-88,2,90,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-41,2,43,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-20,3,23,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-3,2,5,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-86,3,89,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-64,2,66,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-43,4,47,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-22,2,24,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-13,3,16,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-95,2,97,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-55,2,57,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-53,1,54,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-97,3,100,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-11,2,13,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-34,2,36,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-76,1,77,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,272,7.272.a.a,-74,2,76,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-32,3,35,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,272,7.272.a.a,-2,0,2,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-43,1,44,-3,1,2:[1:6];3:[1:0];5:[1:0],1,2
7,7,272,7.272.a.a,-86,0,86,-3,1,2:[1:6];3:[1:0];5:[1:0],1,2
7,7,272,7.272.a.a,-64,2,66,-3,1,2:[1:6];3:[1:0];5:[1:0],1,2
7,7,272,7.272.a.a,-22,2,24,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-22,2,24,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-26,0,26,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-90,1,91,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-60,0,60,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-5,1,6,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-69,0,69,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-81,0,81,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-18,0,18,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-48,0,48,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-102,1,103,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-39,1,40,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-93,2,95,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-57,0,57,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-72,0,72,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-78,1,79,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-99,1,100,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-51,1,52,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-30,1,31,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-8,2,10,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-15,0,15,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-36,2,38,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-54,1,55,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-96,2,98,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-75,1,76,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-12,2,14,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,272,7.272.a.a,-33,2,35,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-53,1,54,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-97,3,100,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-34,2,36,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-32,3,35,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-55,2,57,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-95,2,97,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-11,2,13,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-74,2,76,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-76,1,77,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-13,2,15,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-43,4,47,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-22,2,24,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-64,2,66,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-86,3,89,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-91,3,94,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-59,-1,58,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-38,3,41,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-17,0,17,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-6,3,9,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-27,0,27,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-101,0,101,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-49,2,51,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-80,2,82,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-70,-1,69,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-46,0,46,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-104,3,107,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-88,0,88,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-62,2,64,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-20,2,22,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-24,2,26,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-66,2,68,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,276,7.276.a.a,-84,0,84,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-41,1,42,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-3,1,4,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,276,7.276.a.a,-33,1,34,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-54,0,54,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-96,1,97,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-12,0,12,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-75,0,75,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-90,1,91,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-60,-1,59,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-69,-1,68,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-81,0,81,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-48,0,48,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-102,0,102,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-26,0,26,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-5,1,6,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-18,0,18,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-39,1,40,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-36,1,37,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-78,0,78,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-72,-1,71,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-29,0,29,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-15,0,15,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-93,1,94,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-57,-1,56,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-51,0,51,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-99,0,99,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-9,1,10,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-22,2,24,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-64,2,66,-3,1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,276,7.276.a.a,-86,0,86,-3,1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,276,7.276.a.a,-43,1,44,-3,1,2:[1:3];3:[1:0];5:[1:0],1,2
7,7,276,7.276.a.a,-22,2,24,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,276,7.276.a.a,-2,0,2,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,250,7.250.a.b,-43,1,44,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-2,0,2,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-23,3,26,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-85,1,86,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-65,1,66,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-3,1,4,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-63,2,65,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-87,1,88,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-25,3,28,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-41,1,42,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-45,1,46,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-20,3,23,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-83,1,84,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-67,2,69,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-94,1,95,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-56,0,56,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-73,0,73,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-77,1,78,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-51,1,52,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-31,1,32,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-9,1,10,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-13,1,14,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-35,1,36,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-16,0,16,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-28,0,28,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-70,-1,69,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-80,2,82,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-38,2,40,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-6,2,8,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-48,2,50,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-90,2,92,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,250,7.250.a.b,-60,-1,59,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,250,7.250.a.b,-44,0,44,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,250,7.250.a.b,-84,0,84,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,250,7.250.a.b,-66,-1,65,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,250,7.250.a.b,-64,-1,63,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
